dur,proto,service,state,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,sjit,djit,swin,dwin,stcpb,dtcpb,tcprtt,synack,ackdat,smeansz,dmeansz,trans_depth,response_body_len,ct_srv_src,ct_state_ttl,ct_dst_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,is_ftp_login,ct_ftp_cmd,ct_flw_http_mthd,ct_src_ltm,ct_srv_dst,is_sm_ips_ports
0.001046,udp,-,-,142,76,142,76,0,31,0,1086.042065,581.261950,66,0,0.004000,1.046000,0.003999,1.045824,-,-,-,-,0,0,0,283,283,0,0,0,796,96,0,0,14,0,0,0,72,0,0
0.000007,udp,-,-,76,76,76,76,0E+6,30,0,86857.142857,86857.142857,0,0,1.046000,0.007000,1.045824,0.006999,-,-,-,-,0,0,0,283,283,0,0,0,797,47,0,0,13,0,0,0,67,0,0
0.000190,udp,-,-,76,56,76,56,0,29,0,3200.000000,2357.894737,20,0,0.007000,0.190000,0.006999,0.189968,-,5792,-,-,0,0,0,283,283,0,0,0,798,48,0,0,14,0,0,0,68,0,0
0.000004,tcp,-,SYN,56,56,56,56,0E+6,32,0,112000.000000,112000.000000,0,0,0.190000,0.004000,0.189968,0.003999,5792,5792,3136552202,0,0,0,0,283,283,0,0,1,689,97,1,1,15,0,0,0,73,1,0
0.000533,tcp,-,SYN,56,56,56,56,0E+6,31,0,840.525328,840.525328,0,0,0.004000,0.533000,0.003999,0.532911,5792,5792,3136552202,0,0,0,0,283,283,0,0,2,690,98,2,2,16,0,0,0,74,2,0
0.000004,tcp,-,SYN,56,56,56,56,0E+6,30,0,112000.000000,112000.000000,0,0,0.533000,0.004000,0.532911,0.003999,5792,5792,990276679,3136552203,0,0,0,283,283,0,0,1,691,49,1,1,15,0,0,0,69,1,0
0.000129,tcp,-,SYN,56,52,56,52,0,29,0,3472.868217,3224.806202,4,0,0.004000,0.129000,0.003999,0.128978,5792,5792,990276679,3136552203,0,0,0,283,283,0,0,2,692,50,2,2,16,0,0,0,70,2,0
0.000003,tcp,-,ACK,52,52,52,52,0E+6,32,0,138666.666667,138666.666667,0,0,0.129000,0.003000,0.128978,0.002999,5792,5792,3136552203,990276680,1424219874.630988,0,1424219874.630988,283,283,0,0,3,777,99,3,3,17,0,0,0,75,3,0
0.080140,tcp,-,ACK,52,48,52,48,0,31,0,5.190916,4.791615,4,0,0.003000,80.140000,0.002999,80.126563,5792,16383,3136552203,990276680,0,0,0,283,283,0,0,4,778,100,4,4,18,0,0,0,76,4,0
0.000016,tcp,sunrpc,SYN,48,48,48,48,0E+6,255,0,24000.000000,24000.000000,0,0,80.140000,0.016000,80.126563,0.015997,16383,16383,3596334607,0,0,0,0,283,283,0,0,71,453,100,71,1,73,0,0,0,100,31,0
0.014135,tcp,sunrpc,SYN,48,73,48,73,14149.27484966395472232048108,254,0,27.166608,41.315883,0,25,0.016000,14.135000,0.015997,14.132631,16383,-,3596334607,0,0,0,0,282,282,0,0,72,454,100,72,2,74,0,0,0,100,32,0
0.000009,udp,-,-,73,73,73,73,0E+6,32,0,64888.888889,64888.888889,0,0,14.135000,0.009000,14.132631,0.008998,-,-,-,-,0,0,0,282,282,0,0,0,799,63,0,0,5,0,0,0,75,0,0
0.001045,udp,-,-,73,89,73,89,122488.0382775119617224880383,31,0,558.851675,681.339713,0,16,0.009000,1.045000,0.008998,1.044825,-,-,-,-,0,0,0,282,282,0,0,0,800,64,0,0,6,0,0,0,76,0,0
0.000007,udp,-,-,89,89,89,89,0E+6,30,0,101714.285714,101714.285714,0,0,1.045000,0.007000,1.044825,0.006999,-,-,-,-,0,0,0,282,282,0,0,0,801,45,0,0,3,0,0,0,37,0,0
0.000215,udp,-,-,89,56,89,56,0,29,0,3311.627907,2083.720930,33,0,0.007000,0.215000,0.006999,0.214964,-,5792,-,-,0,0,0,282,282,0,0,0,802,46,0,0,4,0,0,0,38,0,0
0.000006,tcp,smtp,SYN,56,56,56,56,0E+6,32,0,74666.666667,74666.666667,0,0,0.215000,0.006000,0.214964,0.005999,5792,5792,3192355923,0,0,0,0,282,282,0,0,1,693,100,1,1,11,0,0,0,77,5,0
0.000535,tcp,smtp,SYN,56,56,56,56,0E+6,31,0,837.383178,837.383178,0,0,0.006000,0.535000,0.005999,0.534910,5792,5792,3192355923,0,0,0,0,282,282,0,0,2,694,100,2,2,12,0,0,0,78,6,0
0.000004,tcp,-,SYN,56,56,56,56,0E+6,30,0,112000.000000,112000.000000,0,0,0.535000,0.004000,0.534910,0.003999,5792,5792,3193401012,3192355924,0,0,0,282,282,0,0,1,695,47,1,1,9,0,0,0,97,1,0
0.000144,tcp,-,SYN,56,52,56,52,0,29,0,3111.111111,2888.888889,4,0,0.004000,0.144000,0.003999,0.143976,5792,5792,3193401012,3192355924,0,0,0,282,282,0,0,2,696,48,2,2,10,0,0,0,98,2,0
0.000003,tcp,smtp,ACK,52,52,52,52,0E+6,32,0,138666.666667,138666.666667,0,0,0.144000,0.003000,0.143976,0.002999,5792,5792,3192355924,3193401013,1424219874.727247,0,1424219874.727247,282,282,0,0,3,779,100,3,3,13,0,0,0,79,7,0
0.001559,tcp,smtp,ACK,52,48,52,48,0,31,0,266.837716,246.311738,4,0,0.003000,1.559000,0.002999,1.558739,5792,16383,3192355924,3193401013,0,0,0,282,282,0,0,4,780,100,4,4,14,0,0,0,80,8,0
0.000012,tcp,-,SYN,48,48,48,48,0E+6,253,0,32000.000000,32000.000000,0,0,1.559000,0.012000,1.558739,0.011998,16383,16383,4007490854,3596334608,0,0,0,282,282,0,0,1,455,100,1,57,37,0,0,0,83,1,0
0.054421,tcp,-,SYN,48,48,48,48,0E+6,252,0,7.056100,7.056100,0,0,0.012000,54.421000,0.011998,54.411896,16383,16383,4007490854,3596334608,0,0,0,282,282,0,0,2,456,100,2,58,38,0,0,0,84,2,0
0.000009,tcp,sunrpc,ACK,48,48,48,48,0E+6,255,0,42666.666667,42666.666667,0,0,54.421000,0.009000,54.411896,0.008998,16383,16383,3596334608,4007490855,1424219874.783242,0,1424219874.783242,282,282,0,0,73,2151,100,73,3,75,0,0,0,100,33,0
0.042047,tcp,sunrpc,ACK,48,66,48,66,3424.738982567127262349275810,254,0,9.132637,12.557376,0,18,0.009000,42.047000,0.008998,42.039969,16383,-,3596334608,4007490855,0,0,0,282,282,0,0,74,2152,100,74,4,76,0,0,0,100,34,0
0.000015,udp,-,-,66,66,66,66,0E+6,32,0,35200.000000,35200.000000,0,0,42.047000,0.015000,42.039969,0.014997,-,-,-,-,0,0,0,282,282,0,0,0,803,61,0,0,1,0,0,0,83,0,0
0.001160,udp,-,-,66,82,66,82,110344.8275862068965517241379,31,0,455.172414,565.517241,0,16,0.015000,1.160000,0.014997,1.159806,-,-,-,-,0,0,0,282,282,0,0,0,804,62,0,0,2,0,0,0,84,0,0
0.000011,udp,-,-,82,82,82,82,0E+6,30,0,59636.363636,59636.363636,0,0,1.160000,0.011000,1.159806,0.010998,-,-,-,-,0,0,0,282,282,0,0,0,805,57,0,0,1,0,0,0,37,0,0
0.000224,udp,-,-,82,56,82,56,0,29,0,2928.571429,2000.000000,26,0,0.011000,0.224000,0.010998,0.223963,-,5792,-,-,0,0,0,282,282,0,0,0,806,58,0,0,2,0,0,0,38,0,0
0.000009,tcp,http,SYN,56,56,56,56,0E+6,32,0,49777.777778,49777.777778,0,0,0.224000,0.009000,0.223963,0.008998,5792,5792,3252355644,0,0,0,0,282,282,0,0,29,697,87,29,1,1,0,0,1,85,33,0
0.000560,tcp,http,SYN,56,56,56,56,0E+6,31,0,800.000000,800.000000,0,0,0.009000,0.560000,0.008998,0.559906,5792,5792,3252355644,0,0,0,0,282,282,0,0,30,698,88,30,2,2,0,0,1,86,34,0
0.000009,tcp,-,SYN,56,56,56,56,0E+6,30,0,49777.777778,49777.777778,0,0,0.560000,0.009000,0.559906,0.008998,5792,5792,3257693104,3252355645,0,0,0,282,282,0,0,1,699,59,1,15,1,0,0,0,61,1,0
0.000151,tcp,-,SYN,56,52,56,52,0,29,0,2966.887417,2754.966887,4,0,0.009000,0.151000,0.008998,0.150975,5792,5792,3257693104,3252355645,0,0,0,282,282,0,0,2,700,60,2,16,2,0,0,0,62,2,0
0.000004,tcp,http,ACK,52,52,52,52,0E+6,32,0,104000.000000,104000.000000,0,0,0.151000,0.004000,0.150975,0.003999,5792,5792,3252355645,3257693105,1424219874.827437,0,1424219874.827437,282,282,1,0,31,781,89,31,3,3,0,0,1,87,35,0
0.005629,tcp,http,ACK,52,100,52,100,68218.15597797122046544679339,31,0,73.903002,142.121158,0,48,0.004000,5.629000,0.003999,5.628060,5792,16383,3252355645,3257693105,1424219874.827441,0,1424219874.827441,282,282,1,0,32,782,90,32,4,4,0,0,1,88,36,0
0.000008,tcp,sunrpc,ACK,100,100,100,100,0E+6,255,0,100000.000000,100000.000000,0,0,5.629000,0.008000,5.628060,0.007999,16383,16383,3596334608,4007490855,1424219874.833070,0,1424219874.833070,282,282,0,0,75,2153,100,75,5,77,0,0,0,100,35,0
0.092244,tcp,sunrpc,ACK,100,73,100,73,0,254,0,8.672651,6.331035,27,0,0.008000,92.244000,0.007999,92.228605,16383,-,3596334608,4007490855,0,0,0,282,282,0,0,76,2154,100,76,6,78,0,0,0,100,36,0
0.000009,udp,-,-,73,73,73,73,0E+6,32,0,64888.888889,64888.888889,0,0,92.244000,0.009000,92.228605,0.008998,-,-,-,-,0,0,0,281,281,0,0,0,807,100,0,0,11,0,0,0,100,0,0
0.001238,udp,-,-,73,89,73,89,103392.5686591276252019386107,31,0,471.728595,575.121163,0,16,0.009000,1.238000,0.008998,1.237793,-,-,-,-,0,0,0,281,281,0,0,0,808,100,0,0,12,0,0,0,100,0,0
0.000006,udp,-,-,89,89,89,89,0E+6,30,0,118666.666667,118666.666667,0,0,1.238000,0.006000,1.237793,0.005999,-,-,-,-,0,0,0,281,281,0,0,0,809,63,0,0,7,0,0,0,71,0,0
0.000282,udp,-,-,89,56,89,56,0,29,0,2524.822695,1588.652482,33,0,0.006000,0.282000,0.005999,0.281953,-,5792,-,-,0,0,0,281,281,0,0,0,810,64,0,0,8,0,0,0,72,0,0
0.000004,tcp,http,SYN,56,56,56,56,0E+6,32,0,112000.000000,112000.000000,0,0,0.282000,0.004000,0.281953,0.003999,5792,5792,1166977160,0,0,0,0,281,281,0,0,49,701,100,49,1,15,0,0,1,100,25,0
0.000574,tcp,http,SYN,56,56,56,56,0E+6,31,0,780.487805,780.487805,0,0,0.004000,0.574000,0.003999,0.573904,5792,5792,1166977160,0,0,0,0,281,281,0,0,50,702,100,50,2,16,0,0,1,100,26,0
0.000005,tcp,-,SYN,56,56,56,56,0E+6,30,0,89600.000000,89600.000000,0,0,0.574000,0.005000,0.573904,0.004999,5792,5792,3313595088,1166977161,0,0,0,281,281,0,0,1,703,65,1,25,9,0,0,0,99,1,0
0.000143,tcp,-,SYN,56,52,56,52,0,29,0,3132.867133,2909.090909,4,0,0.005000,0.143000,0.004999,0.142976,5792,5792,3313595088,1166977161,0,0,0,281,281,0,0,2,704,66,2,26,10,0,0,0,100,2,0
0.000004,tcp,http,ACK,52,52,52,52,0E+6,32,0,104000.000000,104000.000000,0,0,0.143000,0.004000,0.142976,0.003999,5792,5792,1166977161,3313595089,1424219874.927583,0,1424219874.927583,281,281,1,0,51,783,100,51,3,17,0,0,1,100,27,0
0.097701,tcp,http,ACK,52,73,52,73,1719.532041637240151073172230,31,0,4.257889,5.977421,0,21,0.004000,97.701000,0.003999,97.684722,5792,-,1166977161,3313595089,0,0,0,281,281,1,0,52,784,100,52,4,18,0,0,1,100,28,0
0.000010,udp,-,-,73,73,73,73,0E+6,32,0,58400.000000,58400.000000,0,0,97.701000,0.010000,97.684722,0.009998,-,-,-,-,0,0,0,281,281,0,0,0,811,77,0,0,11,0,0,0,100,0,0
0.001150,udp,-,-,73,89,73,89,111304.3478260869565217391304,31,0,507.826087,619.130435,0,16,0.010000,1.150000,0.009998,1.149808,-,-,-,-,0,0,0,281,281,0,0,0,812,78,0,0,12,0,0,0,100,0,0
0.000007,udp,-,-,89,89,89,89,0E+6,30,0,101714.285714,101714.285714,0,0,1.150000,0.007000,1.149808,0.006999,-,-,-,-,0,0,0,281,281,0,0,0,813,65,0,0,7,0,0,0,43,0,0
0.000203,udp,-,-,89,56,89,56,0,29,0,3507.389163,2206.896552,33,0,0.007000,0.203000,0.006999,0.202966,-,5792,-,-,0,0,0,281,281,0,0,0,814,66,0,0,8,0,0,0,44,0,0
0.000006,tcp,http,SYN,56,56,56,56,0E+6,32,0,74666.666667,74666.666667,0,0,0.203000,0.006000,0.202966,0.005999,5792,5792,1226968721,0,0,0,0,281,281,0,0,49,705,69,49,1,13,0,0,1,100,29,0
0.000533,tcp,http,SYN,56,56,56,56,0E+6,31,0,840.525328,840.525328,0,0,0.006000,0.533000,0.005999,0.532911,5792,5792,1226968721,0,0,0,0,281,281,0,0,50,706,70,50,2,14,0,0,1,100,30,0
0.000004,tcp,-,SYN,56,56,56,56,0E+6,30,0,112000.000000,112000.000000,0,0,0.533000,0.004000,0.532911,0.003999,5792,5792,1228072258,1226968722,0,0,0,281,281,0,0,1,707,67,1,25,9,0,0,0,45,1,0
0.000145,tcp,-,SYN,56,52,56,52,0,29,0,3089.655172,2868.965517,4,0,0.004000,0.145000,0.003999,0.144976,5792,5792,1228072258,1226968722,0,0,0,281,281,0,0,2,708,68,2,26,10,0,0,0,46,2,0
0.000004,tcp,http,ACK,52,52,52,52,0E+6,32,0,104000.000000,104000.000000,0,0,0.145000,0.004000,0.144976,0.003999,5792,5792,1226968722,1228072259,1424219875.027346,0,1424219875.027346,281,281,1,0,51,785,71,51,3,15,0,0,1,100,31,0
0.057129,tcp,http,ACK,52,40,52,40,0,31,0,7.281766,5.601358,12,0,0.004000,57.129000,0.003999,57.119498,5792,16383,1226968722,1228072259,1424219875.027350,0,1424219875.027350,281,281,1,0,52,786,72,52,4,16,0,0,1,100,32,0
0.000009,tcp,-,ACK,40,40,40,40,0E+6,253,0,35555.555556,35555.555556,0,0,57.129000,0.009000,57.119498,0.008999,16383,16383,4007490855,3596334668,1424219875.084479,0,1424219875.084479,281,281,0,0,3,2155,100,3,59,39,0,0,0,85,3,0
0.040794,tcp,-,ACK,40,56,40,56,3137.716330832965632200813845,252,0,7.844291,10.982007,0,16,0.009000,40.794000,0.008999,40.787217,16383,5792,4007490855,3596334668,0,0,0,281,281,0,0,4,2156,100,4,60,40,0,0,0,86,4,0
0.000019,tcp,-,SYN,56,56,56,56,0E+6,32,0,23578.947368,23578.947368,0,0,40.794000,0.019000,40.787217,0.018997,5792,5792,1286967107,0,0,0,0,281,281,0,0,1,709,73,1,1,1,0,0,0,67,1,0
0.000623,tcp,-,SYN,56,56,56,56,0E+6,31,0,719.101124,719.101124,0,0,0.019000,0.623000,0.018997,0.622896,5792,5792,1286967107,0,0,0,0,281,281,0,0,2,710,74,2,2,2,0,0,0,68,2,0
0.000006,tcp,-,SYN,56,56,56,56,0E+6,30,0,74666.666667,74666.666667,0,0,0.623000,0.006000,0.622896,0.005999,5792,5792,3432691274,1286967108,0,0,0,281,281,0,0,1,711,39,1,1,1,0,0,0,47,1,0
0.000139,tcp,-,SYN,56,52,56,52,0,29,0,3223.021583,2992.805755,4,0,0.006000,0.139000,0.005999,0.138977,5792,5792,3432691274,1286967108,0,0,0,281,281,0,0,2,712,40,2,2,2,0,0,0,48,2,0
0.000003,tcp,-,ACK,52,52,52,52,0E+6,32,0,138666.666667,138666.666667,0,0,0.139000,0.003000,0.138977,0.003000,5792,5792,1286967108,3432691275,1424219875.126069,0,1424219875.126069,281,281,0,0,3,787,75,3,3,3,0,0,0,69,3,0
0.099221,tcp,-,ACK,52,142,52,142,7256.528355892401810100684331,31,0,4.192661,11.449189,0,90,0.003000,99.221000,0.003000,99.204518,5792,-,1286967108,3432691275,0,0,0,280,280,0,0,4,788,76,4,4,4,0,0,0,70,4,0
0.000009,udp,-,-,142,142,142,142,0E+6,32,0,126222.222222,126222.222222,0,0,99.221000,0.009000,99.204518,0.008999,-,-,-,-,0,0,0,280,280,0,0,0,815,63,0,0,11,0,0,0,81,0,0
0.001586,udp,-,-,142,80,142,80,0,31,0,716.267339,403.530895,62,0,0.009000,1.586000,0.008999,1.585737,-,-,-,-,0,0,0,280,280,0,0,0,816,64,0,0,12,0,0,0,82,0,0
0.000007,udp,-,-,80,80,80,80,0E+6,30,0,91428.571429,91428.571429,0,0,1.586000,0.007000,1.585737,0.006999,-,-,-,-,0,0,0,280,280,0,0,0,817,49,0,0,7,0,0,0,39,0,0
0.000240,udp,-,-,80,116,80,116,1.2E+6,29,0,2666.666667,3866.666667,0,36,0.007000,0.240000,0.006999,0.239960,-,-,-,-,0,0,0,280,280,0,0,0,818,50,0,0,8,0,0,0,40,0,0
0.000004,udp,-,-,116,116,116,116,0E+6,32,0,232000.000000,232000.000000,0,0,0.240000,0.004000,0.239960,0.003999,-,-,-,-,0,0,0,280,280,0,0,0,819,65,0,0,13,0,0,0,83,0,0
0.001071,udp,-,-,116,52,116,52,0,31,0,866.479925,388.422035,64,0,0.004000,1.071000,0.003999,1.070822,-,-,-,-,0,0,0,280,280,0,0,0,820,66,0,0,14,0,0,0,84,0,0
0.000007,udp,-,-,52,52,52,52,0E+6,30,0,59428.571429,59428.571429,0,0,1.071000,0.007000,1.070822,0.006999,-,-,-,-,0,0,0,280,280,0,0,0,821,51,0,0,9,0,0,0,41,0,0
0.000230,udp,-,-,52,148,52,148,3339130.434782608695652173913,29,0,1808.695652,5147.826087,0,96,0.007000,0.230000,0.006999,0.229962,-,-,-,-,0,0,0,280,280,0,0,0,822,52,0,0,10,0,0,0,42,0,0
0.000004,udp,-,-,148,148,148,148,0E+6,32,0,296000.000000,296000.000000,0,0,0.230000,0.004000,0.229962,0.003999,-,-,-,-,0,0,0,280,280,0,0,0,823,67,0,0,15,0,0,0,85,0,0
0.000381,udp,-,-,148,100,148,100,0,31,0,3107.611549,2099.737533,48,0,0.004000,0.381000,0.003999,0.380937,-,-,-,-,0,0,0,280,280,0,0,0,824,68,0,0,16,0,0,0,86,0,0
0.000004,udp,-,-,100,100,100,100,0E+6,30,0,200000.000000,200000.000000,0,0,0.381000,0.004000,0.380937,0.003999,-,-,-,-,0,0,0,280,280,0,0,0,825,53,0,0,11,0,0,0,43,0,0
0.000138,udp,-,-,100,142,100,142,2434782.608695652173913043478,29,0,5797.101449,8231.884058,0,42,0.004000,0.138000,0.003999,0.137977,-,-,-,-,0,0,0,280,280,0,0,0,826,54,0,0,12,0,0,0,44,0,0
0.000003,udp,-,-,142,142,142,142,0E+6,32,0,378666.666667,378666.666667,0,0,0.138000,0.003000,0.137977,0.003000,-,-,-,-,0,0,0,280,280,0,0,0,827,69,0,0,17,0,0,0,87,0,0
0.001063,udp,-,-,142,76,142,76,0,31,0,1068.673565,571.966134,66,0,0.003000,1.063000,0.003000,1.062824,-,-,-,-,0,0,0,280,280,0,0,0,828,70,0,0,18,0,0,0,88,0,0
0.000007,udp,-,-,76,76,76,76,0E+6,30,0,86857.142857,86857.142857,0,0,1.063000,0.007000,1.062824,0.006999,-,-,-,-,0,0,0,280,280,0,0,0,829,55,0,0,13,0,0,0,45,0,0
0.000161,udp,-,-,76,56,76,56,0,29,0,3776.397516,2782.608696,20,0,0.007000,0.161000,0.006999,0.160973,-,5792,-,-,0,0,0,280,280,0,0,0,830,56,0,0,14,0,0,0,46,0,0
0.000004,tcp,-,SYN,56,56,56,56,0E+6,32,0,112000.000000,112000.000000,0,0,0.161000,0.004000,0.160973,0.003999,5792,5792,1346972027,0,0,0,0,280,280,0,0,1,713,71,1,1,19,0,0,0,89,1,0
0.000542,tcp,-,SYN,56,56,56,56,0E+6,31,0,826.568266,826.568266,0,0,0.004000,0.542000,0.003999,0.541910,5792,5792,1346972027,0,0,0,0,280,280,0,0,2,714,72,2,2,20,0,0,0,90,2,0
0.000004,tcp,-,SYN,56,56,56,56,0E+6,30,0,112000.000000,112000.000000,0,0,0.542000,0.004000,0.541910,0.003999,5792,5792,1350212309,1346972028,0,0,0,280,280,0,0,1,715,57,1,1,15,0,0,0,47,1,0
0.000127,tcp,-,SYN,56,52,56,52,0,29,0,3527.559055,3275.590551,4,0,0.004000,0.127000,0.003999,0.126979,5792,5792,1350212309,1346972028,0,0,0,280,280,0,0,2,716,58,2,2,16,0,0,0,48,2,0
0.000003,tcp,-,ACK,52,52,52,52,0E+6,32,0,138666.666667,138666.666667,0,0,0.127000,0.003000,0.126979,0.003000,5792,5792,1346972028,1350212310,1424219875.230885,0,1424219875.230885,280,280,0,0,3,789,73,3,3,21,0,0,0,91,3,0
0.094406,tcp,-,ACK,52,73,52,73,1779.547910090460352096265068,31,0,4.406500,6.186047,0,21,0.003000,94.406000,0.003000,94.390375,5792,-,1346972028,1350212310,0,0,0,280,280,0,0,4,790,74,4,4,22,0,0,0,92,4,0
0.000009,udp,-,-,73,73,73,73,0E+6,32,0,64888.888889,64888.888889,0,0,94.406000,0.009000,94.390375,0.008999,-,-,-,-,0,0,0,280,280,0,0,0,831,100,0,0,11,0,0,0,89,0,0
0.001099,udp,-,-,73,89,73,89,116469.5177434030937215650591,31,0,531.392175,647.861692,0,16,0.009000,1.099000,0.008999,1.098818,-,-,-,-,0,0,0,280,280,0,0,0,832,100,0,0,12,0,0,0,90,0,0
0.000007,udp,-,-,89,89,89,89,0E+6,30,0,101714.285714,101714.285714,0,0,1.099000,0.007000,1.098818,0.006999,-,-,-,-,0,0,0,280,280,0,0,0,833,61,0,0,9,0,0,0,73,0,0
0.000194,udp,-,-,89,56,89,56,0,29,0,3670.103093,2309.278351,33,0,0.007000,0.194000,0.006999,0.193968,-,5792,-,-,0,0,0,280,280,0,0,0,834,62,0,0,10,0,0,0,74,0,0
0.000006,tcp,smtp,SYN,56,56,56,56,0E+6,32,0,74666.666667,74666.666667,0,0,0.194000,0.006000,0.193968,0.005999,5792,5792,3556550106,0,0,0,0,280,280,0,0,1,717,75,1,1,3,0,0,0,91,1,0
0.000741,tcp,smtp,SYN,56,56,56,56,0E+6,31,0,604.588394,604.588394,0,0,0.006000,0.741000,0.005999,0.740877,5792,5792,3556550106,0,0,0,0,280,280,0,0,2,718,76,2,2,4,0,0,0,92,2,0
0.000005,tcp,-,SYN,56,56,56,56,0E+6,30,0,89600.000000,89600.000000,0,0,0.741000,0.005000,0.740877,0.004999,5792,5792,3553540779,3556550107,0,0,0,280,280,0,0,1,719,63,1,1,3,0,0,0,49,1,0
0.000145,tcp,-,SYN,56,52,56,52,0,29,0,3089.655172,2868.965517,4,0,0.005000,0.145000,0.004999,0.144976,5792,5792,3553540779,3556550107,0,0,0,279,279,0,0,2,720,64,2,2,4,0,0,0,50,2,0
0.000004,tcp,smtp,ACK,52,52,52,52,0E+6,32,0,104000.000000,104000.000000,0,0,0.145000,0.004000,0.144976,0.003999,5792,5792,3556550107,3553540780,1424219875.327500,0,1424219875.327500,279,279,0,0,3,791,77,3,3,5,0,0,0,93,3,0
0.025695,tcp,smtp,ACK,52,40,52,40,0,31,0,16.189920,12.453785,12,0,0.004000,25.695000,0.003999,25.690754,5792,16383,3556550107,3553540780,1424219875.327504,0,1424219875.327504,279,279,0,0,4,792,78,4,4,6,0,0,0,94,4,0
0.000009,tcp,sunrpc,FIN,40,40,40,40,0E+6,255,0,35555.555556,35555.555556,0,0,25.695000,0.009000,25.690754,0.008999,16383,16383,3596334668,4007490855,1424219875.353199,0,1424219875.353199,279,279,0,0,77,459,100,77,7,79,0,0,0,100,37,0
0.001548,tcp,sunrpc,FIN,40,40,40,40,0E+6,254,0,206.718346,206.718346,0,0,0.009000,1.548000,0.008999,1.547744,16383,16383,3596334668,4007490855,1424219875.353208,0,1424219875.353208,279,279,0,0,78,460,100,78,8,80,0,0,0,100,38,0
0.000009,tcp,-,FIN,40,40,40,40,0E+6,253,0,35555.555556,35555.555556,0,0,1.548000,0.009000,1.547744,0.008999,16383,16383,4007490855,3596334668,1424219875.354756,0,1424219875.354756,279,279,0,0,5,461,100,5,61,41,0,0,0,87,5,0
0.007292,tcp,-,FIN,40,40,40,40,0E+6,252,0,43.883708,43.883708,0,0,0.009000,7.292000,0.008999,7.290796,16383,16383,4007490855,3596334668,1424219875.354765,0,1424219875.354765,279,279,0,0,6,462,100,6,62,42,0,0,0,88,6,0
0.000008,tcp,-,ACK,40,40,40,40,0E+6,253,0,40000.000000,40000.000000,0,0,7.292000,0.008000,7.290796,0.007999,16383,16383,4007490856,3596334669,1424219875.362057,0,1424219875.362057,279,279,0,0,7,2157,100,7,63,43,0,0,0,89,7,0
0.011539,tcp,-,ACK,40,40,40,40,0E+6,252,0,27.732039,27.732039,0,0,0.008000,11.539000,0.007999,11.537095,16383,16383,4007490856,3596334669,1424219875.362065,0,1424219875.362065,279,279,0,0,8,2158,100,8,64,44,0,0,0,90,8,0
0.000008,tcp,sunrpc,ACK,40,40,40,40,0E+6,255,0,40000.000000,40000.000000,0,0,11.539000,0.008000,11.537095,0.007999,16383,16383,3596334669,4007490856,1424219875.373604,0,1424219875.373604,279,279,0,0,79,2159,100,79,9,81,0,0,0,100,39,0
0.051672,tcp,sunrpc,ACK,40,56,40,56,2477.163647623471125561232389,254,0,6.192909,8.670073,0,16,0.008000,51.672000,0.007999,51.663473,16383,5792,3596334669,4007490856,0,0,0,279,279,0,0,80,2160,100,80,10,82,0,0,0,100,40,0
0.000010,tcp,ssh,SYN,56,56,56,56,0E+6,32,0,44800.000000,44800.000000,0,0,51.672000,0.010000,51.663473,0.009998,5792,5792,1466967184,0,0,0,0,279,279,0,0,1,721,100,1,1,17,0,0,0,100,5,0
0.000589,tcp,ssh,SYN,56,56,56,56,0E+6,31,0,760.611205,760.611205,0,0,0.010000,0.589000,0.009998,0.588903,5792,5792,1466967184,0,0,0,0,279,279,0,0,2,722,100,2,2,18,0,0,0,100,6,0
0.000004,tcp,-,SYN,56,56,56,56,0E+6,30,0,112000.000000,112000.000000,0,0,0.589000,0.004000,0.588903,0.003999,5792,5792,1467286662,1466967185,0,0,0,279,279,0,0,1,723,71,1,1,13,0,0,0,75,1,0
0.000153,tcp,-,SYN,56,52,56,52,0,29,0,2928.104575,2718.954248,4,0,0.004000,0.153000,0.003999,0.152975,5792,5792,1467286662,1466967185,0,0,0,279,279,0,0,2,724,72,2,2,14,0,0,0,76,2,0
0.000003,tcp,ssh,ACK,52,52,52,52,0E+6,32,0,138666.666667,138666.666667,0,0,0.153000,0.003000,0.152975,0.003000,5792,5792,1466967185,1467286663,1424219875.426040,0,1424219875.426040,279,279,0,0,3,793,100,3,3,19,0,0,0,100,7,0
0.099242,tcp,ssh,ACK,52,56,52,56,322.4441264787086112734527720,31,0,4.191774,4.514218,0,4,0.003000,99.242000,0.003000,99.225640,5792,5792,1466967185,1467286663,0,0,0,279,279,0,0,4,794,100,4,4,20,0,0,0,100,8,0
0.000009,tcp,-,SYN,56,56,56,56,0E+6,32,0,49777.777778,49777.777778,0,0,99.242000,0.009000,99.225640,0.008999,5792,5792,1526965573,0,0,0,0,279,279,0,0,1,725,65,1,1,7,0,0,0,93,1,0
0.000603,tcp,-,SYN,56,56,56,56,0E+6,31,0,742.951907,742.951907,0,0,0.009000,0.603000,0.008999,0.602901,5792,5792,1526965573,0,0,0,0,279,279,0,0,2,726,66,2,2,8,0,0,0,94,2,0
0.000005,tcp,-,SYN,56,56,56,56,0E+6,30,0,89600.000000,89600.000000,0,0,0.603000,0.005000,0.602901,0.004999,5792,5792,3676871719,1526965574,0,0,0,279,279,0,0,1,727,59,1,1,5,0,0,0,39,1,0
